entry_name,organism,protein_names,likely_substrate,substrate_group,functional_class,bgcs,pmid,cmpnd,pdb_id,kinetics,ec_numbers
ACSL1_RAT,Rattus norvegicus (Rat),"Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Long-chain-fatty-acid--CoA ligase, liver isozyme)",palmitate,long_chain,LACS,NA,2341402; 17478130; 8973631; 15683247; 24098488,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=649 uM for ATP {ECO:0000269|PubMed:15683247}; KM=6.4 uM for CoA {ECO:0000269|PubMed:15683247}; KM=5.0 uM for palmitate {ECO:0000269|PubMed:15683247}; Vmax=1695 nmol/min/mg enzyme with palmitate as substrate {ECO:0000269|PubMed:15683247};,EC 6.2.1.3
ACSL5_RAT,Rattus norvegicus (Rat),Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5),palmitate,long_chain,LACS,NA,9722683; 15683247; 16263710; 17761945,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=666 uM for ATP {ECO:0000269|PubMed:15683247}; KM=2.4 uM for CoA {ECO:0000269|PubMed:15683247}; KM=8.6 uM for palmitate {ECO:0000269|PubMed:15683247}; Vmax=130 nmol/min/mg enzyme with palmitate as substrate {ECO:0000269|PubMed:15683247};,EC 6.2.1.3
ACSL6_RAT,Rattus norvegicus (Rat),"Long-chain-fatty-acid--CoA ligase 6 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 6) (LACS 6) (Long-chain-fatty-acid--CoA ligase, brain isozyme)",palmitate; arachidonate; oleate,long_chain,LACS,NA,1569043; 15683247; 1654331; 1460058; 8973631,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=12210 uM for ATP (Isoform 1) {ECO:0000269|PubMed:15683247}; KM=4.7 uM for CoA (Isoform 1) {ECO:0000269|PubMed:15683247}; KM=6.0 uM for palmitate (Isoform 1) {ECO:0000269|PubMed:15683247}; KM=3.0 uM for oleate (Isoform 1) {ECO:0000269|PubMed:15683247}; KM=9.7 uM for arachidonate (Isoform 1) {ECO:0000269|PubMed:15683247}; KM=1480 uM for ATP (Isoform 2) {ECO:0000269|PubMed:15683247}; KM=2.4 uM for CoA (Isoform 2) {ECO:0000269|PubMed:15683247}; KM=3.6 uM for palmitate (Isoform 2) {ECO:0000269|PubMed:15683247}; KM=5.3 uM for oleate (Isoform 2) {ECO:0000269|PubMed:15683247}; KM=6.5 uM for arachidonate (Isoform 2) {ECO:0000269|PubMed:15683247}; Vmax=208 nmol/min/mg enzyme with palmitate as substrate (Isoform 1) {ECO:0000269|PubMed:15683247}; Vmax=153 nmol/min/mg enzyme with oleate as substrate (Isoform 1) {ECO:0000269|PubMed:15683247}; Vmax=139 nmol/min/mg enzyme with arachidonate as substrate (Isoform 1) {ECO:0000269|PubMed:15683247}; Vmax=739 nmol/min/mg enzyme with palmitate as substrate (Isoform 2) {ECO:0000269|PubMed:15683247}; Vmax=1088 nmol/min/mg enzyme with oleate as substrate (Isoform 2) {ECO:0000269|PubMed:15683247}; Vmax=1212 nmol/min/mg enzyme with arachidonate as substrate (Isoform 2) {ECO:0000269|PubMed:15683247};,EC 6.2.1.3
LUCI_LUCCR,Luciola cruciata (Japanese firefly) (Genji firefly),Luciferin 4-monooxygenase (Luciferase) (EC 1.13.12.7),luciferin,luciferin,LUCIFERASE,NA,2473944,NA,2D1Q,"NA",EC 1.13.12.
LUCI_PHOPY,Photinus pyralis (Common eastern firefly) (Lampyris pyralis),Luciferin 4-monooxygenase (Luciferase) (EC 1.13.12.7),luciferin,luciferin,LUCIFERASE,NA,3821727; 3554235; 8805533; 9788915,NA,3IEP,"NA",EC 1.13.12.
Q5UFR2_9COLE,Lampyris turkestanicus (Iranian firefly),Luciferase (EC 1.13.12.7),luciferin,luciferin,LUCIFERASE,NA,15522221; 24103420,NA,3QYA,"NA",EC 1.13.12.
A0A0R4I967_ZOPAT,Zophobas atratus (Giant mealworm beetle) (Zophobas rugipes),Luciferase-like enzymeAMP-CoA-ligase,luciferin,luciferin,LUCIFERASE,NA,"NA",NA,4W8O,"NA","NA"
LUCI_LUCMI,Luciola mingrelica (Southern Russian firefly),Luciferin 4-monooxygenase (Luciferase) (EC 1.13.12.7),luciferin,luciferin,LUCIFERASE,NA,8504162; 2801227,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=11.5 uM for luciferin {ECO:0000269|PubMed:2801227}; KM=130 uM for ATP {ECO:0000269|PubMed:2801227};,EC 1.13.12.
Q9U4U7_9COLE,Phrixothrix hirtus,Red-bioluminescence eliciting luciferase,luciferin,luciferin,LUCIFERASE,NA,10387072;,NA,"NA","NA","NA"
"NA",Lampyris noctiluca,CAA61668.1 photinus-luciferin 4-monooxygenase (ATP-hydrolysing) [Lampyris noctiluca],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Photinus pyralis,CAA59281.1 firefly luciferase [Photinus pyralis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Photuris pensylvanica,BAA05005.1 luciferase [Photuris pensylvanica],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pyrocoelia rufa,AAG45439.1 luciferase [Pyrocoelia rufa],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Hotaria unmunsana,AAM00429.1 luciferase [Hotaria unmunsana],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pyrophorus plagiophthalamus,AAQ11688.1 luciferase [Pyrophorus plagiophthalamus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pyrophorus mellifluus,AAQ19141.1 luciferase [Pyrophorus mellifluus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Cratomorphus distinctus,AAV32457.1 luciferase [Cratomorphus distinctus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Lampyroidea maculata,AAZ74651.1 luciferase [Lampyroidea maculata],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Luciola italica,ABA03040.1 luciferase [Luciola italica],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Luciola cruciata,BAE80731.1 luciferase [Luciola cruciata],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Diaphanes pectinealis,ABD66580.1 luciferase [Diaphanes pectinealis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Tribolium castaneum,XP_967226.1 PREDICTED: luciferin 4-monooxygenase [Tribolium castaneum],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pyrocoelia pectoralis,ABM21578.1 luciferase [Pyrocoelia pectoralis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Agrypnus binodulus binodulus,BAF96580.1 luciferase homologue [Agrypnus binodulus binodulus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Abscondita terminalis,ABZ88151.1 luciferase [Abscondita terminalis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Culex quinquefasciatus,XP_001845435.1 luciferin 4-monooxygenase [Culex quinquefasciatus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pyrocoelia pygidialis,ACF61063.1 luciferase [Pyrocoelia pygidialis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pediculus humanus corporis,"XP_002429109.1 luciferase, putative [Pediculus humanus corporis]",luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Brasilocerus sp. FGCA-2009,ACT68596.1 luciferase [Brasilocerus sp. FGCA-2009],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Phrixothrix hirtus,ACT68597.1 luciferase [Phrixothrix hirtus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pyrophorus angustus luscus,BAI66600.1 luciferase [Pyrophorus angustus luscus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Lucidina biplagiata,BAJ07977.1 luciferase [Lucidina biplagiata],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Taximastinocerus sp. FGCA-2010,ADK56478.1 luciferase [Taximastinocerus sp. FGCA-2010],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Bombus terrestris,XP_003395843.1 luciferin 4-monooxygenase [Bombus terrestris],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Cyphonocerus ruficollis,BAL40874.1 firefly luciferase [Cyphonocerus ruficollis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Drilaster axillaris,BAL40875.1 firefly luciferase [Drilaster axillaris],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Stenocladius azumai,BAL46509.1 firefly luciferase [Stenocladius azumai],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Aquatica lateralis,BAL46510.1 firefly luciferase [Aquatica lateralis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Luciola parvula,BAL46511.1 firefly luciferase [Luciola parvula],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Apis florea,XP_003696437.1 PREDICTED: luciferin 4-monooxygenase [Apis florea],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Anopheles sinensis,KFB36727.1 luciferin 4-monooxygenase [Anopheles sinensis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Acromyrmex echinatior,XP_011061069.1 PREDICTED: luciferin 4-monooxygenase-like [Acromyrmex echinatior],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pyrophorus sp. YO-2006,BAQ25862.1 luciferase [Pyrophorus sp. YO-2006],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Cryptalaus berus,BAQ25863.1 luciferase homolog [Cryptalaus berus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pectocera fortunei fortunei,BAQ25864.1 luciferase homolog [Pectocera fortunei fortunei],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Plutella xylostella,XP_011549729.1 PREDICTED: luciferin 4-monooxygenase-like [Plutella xylostella],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Megachile rotundata,XP_012139139.1 PREDICTED: luciferin 4-monooxygenase isoform X2 [Megachile rotundata],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Ceratitis capitata,XP_012160201.1 luciferin 4-monooxygenase isoform X1 [Ceratitis capitata],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Athalia rosae,XP_012262049.1 luciferin 4-monooxygenase isoform X2 [Athalia rosae],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Dinoponera quadriceps,XP_014467589.1 PREDICTED: luciferin 4-monooxygenase [Dinoponera quadriceps],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Dufourea novaeangliae,XP_015439820.1 PREDICTED: luciferin 4-monooxygenase [Dufourea novaeangliae],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Cephus cinctus,XP_015589272.1 luciferin 4-monooxygenase isoform X1 [Cephus cinctus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Apis cerana,XP_016906808.1 PREDICTED: luciferin 4-monooxygenase [Apis cerana],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pyrocoelia sp. RF-2016,BAV92785.1 luciferase [Pyrocoelia sp. RF-2016],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Dendroctonus ponderosae,XP_019766217.1 PREDICTED: luciferin 4-monooxygenase-like [Dendroctonus ponderosae],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pyrocoelia atripennis,BAW87786.1 Luc1-type luciferase [Pyrocoelia atripennis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Pseudomyrmex gracilis,XP_020299574.1 luciferin 4-monooxygenase [Pseudomyrmex gracilis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Zootermopsis nevadensis,XP_021912915.1 luciferin 4-monooxygenase-like [Zootermopsis nevadensis],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Nilaparvata lugens,XP_022194958.1 luciferin 4-monooxygenase [Nilaparvata lugens],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Spodoptera litura,XP_022817592.1 luciferin 4-monooxygenase-like [Spodoptera litura],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Onthophagus taurus,XP_022911402.1 luciferin 4-monooxygenase-like [Onthophagus taurus],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Leptinotarsa decemlineata,XP_023022319.1 luciferin 4-monooxygenase-like [Leptinotarsa decemlineata],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
"NA",Hyposmocoma kahamanoa,XP_026314673.1 luciferin 4-monooxygenase-like [Hyposmocoma kahamanoa],luciferin,luciferin,LUCIFERASE,NA,"NA",NA,"NA","NA",EC 1.13.12.
ACS2A_HUMAN,Homo sapiens (Human),"Acyl-coenzyme A synthetase ACSM2A, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 2A) (Butyrate--CoA ligase 2A) (Butyryl-coenzyme A synthetase 2A) (Middle-chain acyl-CoA synthetase 2A)",medium_chain,medium_chain,MACS,NA,14702039; 15616553; 15489334; 10493829; 24275569; 19345228; 12654705; 16521160,NA,2VZE,"NA",EC 6.2.1.2
ACSM5_HUMAN,Homo sapiens (Human),"Acyl-coenzyme A synthetase ACSM5, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 5)",medium_chain,medium_chain,MACS,NA,14702039; 15616553; 15489334; 24275569; 12654705,NA,"NA","NA",EC 6.2.1.2
ACSM3_MOUSE,Mus musculus (Mouse),"Acyl-coenzyme A synthetase ACSM3, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 3) (Butyrate--CoA ligase 3) (Butyryl-coenzyme A synthetase 3) (Middle-chain acyl-CoA synthetase 3) (Protein SA homolog)",medium_chain,medium_chain,MACS,NA,9449642; 9507200; 15525578; 16141072; 15489334; 11470804; 21183079; 23806337; 23576753,NA,"NA","NA",EC 6.2.1.2
ACSM1_HUMAN,Homo sapiens (Human),"Acyl-coenzyme A synthetase ACSM1, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 1) (Butyrate--CoA ligase 1) (Butyryl-coenzyme A synthetase 1) (Lipoate-activating enzyme) (Middle-chain acyl-CoA synthetase 1)",medium_chain,medium_chain,MACS,NA,11470804; 15489334; 24275569,NA,"NA","NA",EC 6.2.1.2
A7MBE6_BOVIN,Bos taurus (Bovine),ACSM2A protein,medium_chain,medium_chain,MACS,NA,19393038;,NA,"NA","NA","NA"
F1M1W1_RAT,Rattus norvegicus (Rat),"Acyl-coenzyme A synthetase ACSM2, mitochondrial",medium_chain,medium_chain,MACS,NA,15057822;,NA,"NA","NA","NA"
A0A0G2K125_RAT,Rattus norvegicus (Rat),"Acyl-coenzyme A synthetase ACSM2, mitochondrial",medium_chain,medium_chain,MACS,NA,15057822;,NA,"NA","NA","NA"
A0A0G2K8G2_RAT,Rattus norvegicus (Rat),"Acyl-coenzyme A synthetase ACSM2, mitochondrial",medium_chain,medium_chain,MACS,NA,15057822;,NA,"NA","NA","NA"
A0A140LHR8_MOUSE,Mus musculus (Mouse),"Acyl-coenzyme A synthetase ACSM5, mitochondrial",medium_chain,medium_chain,MACS,NA,19468303; 21183079; 23806337; 23576753;,NA,"NA","NA","NA"
A0A0G2JSN9_RAT,Rattus norvegicus (Rat),"Acyl-coenzyme A synthetase ACSM2, mitochondrial (Kidney-specific protein (KS), isoform CRA_a)",medium_chain,medium_chain,MACS,NA,15057822; 15632090;,NA,"NA","NA","NA"
ACSM3_HUMAN,Homo sapiens (Human),"Acyl-coenzyme A synthetase ACSM3, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 3) (Butyrate--CoA ligase 3) (Butyryl-coenzyme A synthetase 3) (Middle-chain acyl-CoA synthetase 3) (Protein SA homolog)",medium_chain,medium_chain,MACS,NA,7907320; 7843754; 10493829; 15489334; 21269460; 24275569; 17278971,NA,"NA","NA",EC 6.2.1.2
ACS2B_HUMAN,Homo sapiens (Human),"Acyl-coenzyme A synthetase ACSM2B, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 2B) (Butyrate--CoA ligase 2B) (Butyryl-coenzyme A synthetase 2B) (Middle-chain acyl-CoA synthetase 2B) (Xenobiotic/medium-chain fatty acid-CoA ligase HXM-A)",medium_chain,medium_chain,MACS,NA,12616642; 15221005; 15616553; 10434065; 19634011; 24275569,NA,"NA","NA",EC 6.2.1.2
ACSM2_MOUSE,Mus musculus (Mouse),"Acyl-coenzyme A synthetase ACSM2, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 2) (Butyrate--CoA ligase 2) (Butyryl-coenzyme A synthetase 2) (Middle-chain acyl-CoA synthetase 2)",medium_chain,medium_chain,MACS,NA,16141072; 15489334; 21183079,NA,"NA","NA",EC 6.2.1.2
ACSM1_BOVIN,Bos taurus (Bovine),"Acyl-coenzyme A synthetase ACSM1, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 1) (Butyrate--CoA ligase 1) (Butyryl-coenzyme A synthetase 1) (Lipoate-activating enzyme) (Middle-chain acyl-CoA synthetase 1) (XL-III) (Xenobiotic/medium-chain fatty acid:CoA ligase XL-3) (XM-ligase 3)",medium_chain,medium_chain,MACS,NA,10561077; 11382754; 16378734,NA,"NA","NA",EC 6.2.1.2
ACSM5_MOUSE,Mus musculus (Mouse),"Acyl-coenzyme A synthetase ACSM5, mitochondrial (EC 6.2.1.2)",medium_chain,medium_chain,MACS,NA,16141072; 15489334; 21183079; 23806337; 23576753,NA,"NA","NA",EC 6.2.1.2
A0A287AYW7_PIG,Sus scrofa (Pig),Acyl-CoA synthetase medium chain family member 4,medium_chain,medium_chain,MACS,NA,"NA",NA,"NA","NA","NA"
I3LSY0_PIG,Sus scrofa (Pig),Acyl-CoA synthetase medium chain family member 4,medium_chain,medium_chain,MACS,NA,"NA",NA,"NA","NA","NA"
A0A287AJW1_PIG,Sus scrofa (Pig),Acyl-CoA synthetase medium chain family member 4,medium_chain,medium_chain,MACS,NA,"NA",NA,"NA","NA","NA"
H3BNJ9_HUMAN,Homo sapiens (Human),"Acyl-coenzyme A synthetase ACSM2B, mitochondrial",medium_chain,medium_chain,MACS,NA,15616553;,NA,"NA","NA","NA"
E7EPS5_HUMAN,Homo sapiens (Human),"Acyl-coenzyme A synthetase ACSM2A, mitochondrial",medium_chain,medium_chain,MACS,NA,15616553; 24275569,NA,"NA","NA","NA"
H3BTX9_HUMAN,Homo sapiens (Human),"Acyl-coenzyme A synthetase ACSM2B, mitochondrial",medium_chain,medium_chain,MACS,NA,15616553; 24275569,NA,"NA","NA","NA"
F5GWL3_HUMAN,Homo sapiens (Human),"Acyl-coenzyme A synthetase ACSM2A, mitochondrial",medium_chain,medium_chain,MACS,NA,15616553; 24275569,NA,"NA","NA","NA"
O53406_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Probable medium chain fatty-acid-CoA ligase FadD14 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase),medium_chain,medium_chain,MACS,NA,9634230; 21969609,NA,"NA","NA","NA"
4CLL7_ARATH,Arabidopsis thaliana (Mouse-ear cress),4-coumarate--CoA ligase-like 7 (EC 6.2.1.-) (4-coumarate--CoA ligase isoform 6) (At4CL6),nonanoate,medium_chain,MACS,NA,12805634; 10617198; 27862469; 14593172; 12819348; 15677481; 17272265; 17951448,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=9 uM for nonanoic acid;,EC 6.2.1.-
FADK_ECOLI,Escherichia coli (strain K12),Medium-chain fatty-acid--CoA ligase (EC 6.2.1.-) (Acyl-CoA synthetase) (ACS) (Fatty acyl-CoA synthetase FadK),hexanoate; octanoate; laurate,medium_chain,MACS,NA,9097039; 9278503; 16738553; 7984428; 12535077; 15213221; 19477415,NA,"NA","NA",EC 6.2.1.-
ACSM1_MOUSE,Mus musculus (Mouse),"Acyl-coenzyme A synthetase ACSM1, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 1) (Butyrate--CoA ligase 1) (Butyryl-coenzyme A synthetase 1) (Lipoate-activating enzyme) (Middle-chain acyl-CoA synthetase 1)",hexanoate; octanoate; decanoate; laurate; myristate; benzoate,medium_chain,MACS,NA,11470804; 16141072; 15489334; 16378734; 21183079; 23806337; 23576753,NA,"NA","NA",EC 6.2.1.2
Q6ND88_RHOPA,Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009),Malonyl CoA synthetase (EC 6.2.1.-),malonate,short_chain,MMCS,NA,14704707; 22773649; 23076154,NA,4FUQ,"NA",EC 6.2.1.-
VRTB_PENAE,Penicillium aethiopicum,Malonamoyl-CoA synthetase vrtB (EC 6.2.1.-) (Viridicatumtoxin synthesis protein B),malonamate,short_chain,MMCS,NA,20534346; 19168978; 24161266; 27049441,NA,"NA","NA",EC 6.2.1.-
ACSF3_HUMAN,Homo sapiens (Human),"Acyl-CoA synthetase family member 3, mitochondrial (EC 6.2.1.-)",malonate; methylmalonate,short_chain,MMCS,NA,14702039; 16303743; 15616553; 15489334; 17762044; 21269460; 25944712; 21841779,NA,"NA","NA",EC 6.2.1.-
AAE13_ARATH,Arabidopsis thaliana (Mouse-ear cress),Malonate--CoA ligase (EC 6.2.1.n3) (Acyl-activating enzyme 13) (Malonyl-CoA synthetase),malonate,short_chain,MMCS,NA,10819329; 27862469; 14593172; 12805634; 21642549,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=530 uM for malonate (at pH 7.5) {ECO:0000269|PubMed:21642549}; Vmax=24 umol/min/mg enzyme toward malonate (at pH 7.5) {ECO:0000269|PubMed:21642549};,EC 6.2.1.n3
FAD3_RHOJR,Rhodococcus jostii (strain RHA1),"3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase (HIP:CoA ligase) (EC 6.2.1.41)","3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate",other,OTHER,NA,17030794; 23146019,NA,"NA","NA",EC 6.2.1.41
CAIC_ECOLI,Escherichia coli (strain K12),Crotonobetaine/carnitine--CoA ligase (EC 6.2.1.48) (Betaine:CoA ligase),(R)-carnitine,other,OTHER,NA,7815937; 1630901; 9278503; 16738553; 12664169; 11749953; 15518548; 18266698,NA,"NA","NA",EC 6.2.1.48
FAD3_MYCTU,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),"3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase (HIP:CoA ligase) (EC 6.2.1.41)","3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate",other,OTHER,NA,9634230; 12368430; 21969609; 23146019,NA,"NA",BIOPHYSICOCHEMICAL PROPERTIES: ;  Kinetic parameters: KM=9.8 uM for HIP (at pH 7.3 and 22 degrees Celsius) {ECO:0000269|PubMed:23146019}; KM=3000 uM for 5alpha-OH HIP (at pH 7.3 and 22 degrees Celsius) {ECO:0000269|PubMed:23146019}; KM=110 uM for CoASH (at pH 7.3 and 22 degrees Celsius) {ECO:0000269|PubMed:23146019}; Note=Kcat is 7.1 sec(-1) for ligase activity with HIP. Kcat is 7.5 sec(-1) for ligase activity with CoASH (at pH 7.3 and 22 degrees Celsius). Kcat is 13 sec(-1) for ligase activity with 5alpha-OH HIP (at pH 7.3 and 22 degrees Celsius). {ECO:0000269|PubMed:23146019};,EC 6.2.1.41
